Label,prompt
Kids Against Maturity,Little Boy Blue go blow your ______.
Kids Against Maturity,Mary had a little ______.
Kids Against Maturity,May I have your attention please! ______. That is all.
Kids Against Maturity,May the ______ be with you.
Kids Against Maturity,Mom says I'mnot allowed to play with ______.
Kids Against Maturity,My brother his my markers in ______.
Kids Against Maturity,My Dad walks in my bedroom and says "It's time we talk about ______".
Kids Against Maturity,My favorite after school snack is ______.
Kids Against Maturity,My favorite after school subject is ______.
Kids Against Maturity,My favorite cartoon is ______.
Kids Against Maturity,My favorite drink is ______.
Kids Against Maturity,My favorite Pokemon™character is ______.
Kids Against Maturity,My favorite thing to read about is ______.
Kids Against Maturity,My Grandpa always says "You can't have _____ if you do not eat your ______".
Kids Against Maturity,My imaginary friend's name is ______.
Kids Against Maturity,My Mom ran over ______ with the mini van.
Kids Against Maturity,My Mom sent me to the grocery store to pick up ______.
Kids Against Maturity,My mom's cooking tastes like ______.
Kids Against Maturity,My Mom's farts smell like _______.
Kids Against Maturity,My parents always make me ______ before school.
Kids Against Maturity,My teacher pulls me aside to propose that I switch to a school specifically for _______.
Kids Against Maturity,Never eat soggy ______.
Kids Against Maturity,Never take candy from ______.
Kids Against Maturity,No more ______ jumping on the bed.
Kids Against Maturity,On my summer vacation I went to ______ and I saw ______.
Kids Against Maturity,Peter piper picked a peck of pickled ______.
Kids Against Maturity,Puff the Magic ______.
Kids Against Maturity,Sally sold sea shells down by the ______.
Kids Against Maturity,Say hello to my little ______!
Kids Against Maturity,School was canceled because of ______ again.
Kids Against Maturity,Silly rabbit ______ are for kids.
Kids Against Maturity,Snap crackle and ______.
Kids Against Maturity,Step on a crack and you will break your mother's back ______.
Kids Against Maturity,Stop drop and ______.
Kids Against Maturity,Sugar and spice and everything ______.
Kids Against Maturity,Teenage Mutant Ninja ______.
Kids Against Maturity,The amazing adventures of Captain Toad and ______.
Kids Against Maturity,The batmobile lost a _____ and the Joker got away!
Kids Against Maturity,The emperor's new ______.
Kids Against Maturity,The little ______ that could.
Kids Against Maturity,The moon is made of ______.
Kids Against Maturity,The President just declared ______ as a national treasure.
Kids Against Maturity,The toilet is clogged with ______.
Kids Against Maturity,The tooth fairy left a ______ under my pillow.
Kids Against Maturity,There is a place in France where the naked ladies dance. There is a hole in the wall where the men can see ______.
Kids Against Maturity,This is my favorite thing to bring to a party.
Kids Against Maturity,This looks like a job for ______.
Kids Against Maturity,This one time… at band camp… I saw my best friend ______.
Kids Against Maturity,To infinity and ______!
Kids Against Maturity,Trick or treat smell my ______.
Kids Against Maturity,Up your nose with a rubber _______.
Kids Against Maturity,Wait 30 minutes to swim after ______.
Kids Against Maturity,Watch me whip. Watch me ______.
Kids Against Maturity,We all live in a yellow ______.
Kids Against Maturity,We learned about ______ in school today.
Kids Against Maturity,What does the fox say? ______.
Kids Against Maturity,What is in Polly's pockets?
Kids Against Maturity,What is the meaning of life?
Kids Against Maturity,What's in Puss's boots?
Kids Against Maturity,Wheels on the bus go ______ and ______.
Kids Against Maturity,Where do babies come from?
Kids Against Maturity,Where in the world is ______?
Kids Against Maturity,Who ate my _____ again?
Kids Against Maturity,Who lives in a pineapple under the sea? ______!
Kids Against Maturity,Who you gonna call?
Kids Against Maturity,Whos afraid of the big bad ______.
Kids Against Maturity,Why do I feel so dizzy?
Kids Against Maturity,Why is the sky blue?
Kids Against Maturity,Yankee Doodle went to town riding on a ______ stuck a feather in his ______ and called it macaroni.
Kids Against Maturity,You ain't never had a ______ like me!
