Label,response
Bad Campaign, The Presidential Party Game!,Going to the Inauguration Ball with my slow cousin.
Bad Campaign, The Presidential Party Game!,Government shutdowns.
Bad Campaign, The Presidential Party Game!,Granny panties.
Bad Campaign, The Presidential Party Game!,Grape soda.
Bad Campaign, The Presidential Party Game!,Greasy foreigners.
Bad Campaign, The Presidential Party Game!,Grizzly Bears.
Bad Campaign, The Presidential Party Game!,Guns.
Bad Campaign, The Presidential Party Game!,Ham sandwiches.
Bad Campaign, The Presidential Party Game!,Hemorrhoid cream.
Bad Campaign, The Presidential Party Game!,Hillary's chin hair.
Bad Campaign, The Presidential Party Game!,Hocking loogies on voters from the rooftop.
Bad Campaign, The Presidential Party Game!,Holding hands with my imaginary friend.
Bad Campaign, The Presidential Party Game!,Homemade chunky yogurt.
Bad Campaign, The Presidential Party Game!,Hopelessness.
Bad Campaign, The Presidential Party Game!,Hormonal hurricanes.
Bad Campaign, The Presidential Party Game!,Hot beef.
Bad Campaign, The Presidential Party Game!,Hot wings.
Bad Campaign, The Presidential Party Game!,Humiliating our allies.
Bad Campaign, The Presidential Party Game!,Hunting with Dick Cheney.
Bad Campaign, The Presidential Party Game!,Ice cold 40 oz. King Cobra.
Bad Campaign, The Presidential Party Game!,Ignoring the Constitution.
Bad Campaign, The Presidential Party Game!,Indian burns.
Bad Campaign, The Presidential Party Game!,Ineptitude.
Bad Campaign, The Presidential Party Game!,Inflaming religious groups.
Bad Campaign, The Presidential Party Game!,Inhaling helium before every speech.
Bad Campaign, The Presidential Party Game!,Insulting Santa Claus.
Bad Campaign, The Presidential Party Game!,IRS ice cream socials.
Bad Campaign, The Presidential Party Game!,Jello shots.
Bad Campaign, The Presidential Party Game!,Jelly beans.
Bad Campaign, The Presidential Party Game!,John Kerry's beat box album.
Bad Campaign, The Presidential Party Game!,Juicy bacon cheeseburgers.
Bad Campaign, The Presidential Party Game!,Kazoo lessons.
Bad Campaign, The Presidential Party Game!,Keg stands.
Bad Campaign, The Presidential Party Game!,Kicking a bodybuilder when he isn't looking and then running away.
Bad Campaign, The Presidential Party Game!,KISS coverbands.
Bad Campaign, The Presidential Party Game!,Lame pharmaceutical commercials.
Bad Campaign, The Presidential Party Game!,Languidly dancing in front of the bathroom mirror.
Bad Campaign, The Presidential Party Game!,Larry.
Bad Campaign, The Presidential Party Game!,Late night burritos.
Bad Campaign, The Presidential Party Game!,Laughing while people talk about their goals in life.
Bad Campaign, The Presidential Party Game!,Lawyers.
Bad Campaign, The Presidential Party Game!,Leprechaun traps.
Bad Campaign, The Presidential Party Game!,Licking the bathroom floor.
Bad Campaign, The Presidential Party Game!,Lightsabers.
Bad Campaign, The Presidential Party Game!,Limp handshakes.
Bad Campaign, The Presidential Party Game!,Lip injections.
Bad Campaign, The Presidential Party Game!,Losing faith in humanity.
Bad Campaign, The Presidential Party Game!,Lukewarm hot dogs.
Bad Campaign, The Presidential Party Game!,Lunch bags filled with glue.
Bad Campaign, The Presidential Party Game!,Lying nightly news anchors.
Bad Campaign, The Presidential Party Game!,Making Chinese diplomats pull my finger.
Bad Campaign, The Presidential Party Game!,Making fun of the Prime Minister's teeth.
Bad Campaign, The Presidential Party Game!,Mamma's boy.
Bad Campaign, The Presidential Party Game!,Marco Rubio's hair gel.
Bad Campaign, The Presidential Party Game!,Margarita night.
Bad Campaign, The Presidential Party Game!,Mashed potatoes.
Bad Campaign, The Presidential Party Game!,Medical waste.
Bad Campaign, The Presidential Party Game!,Meth labs.
Bad Campaign, The Presidential Party Game!,Mind numbing lectures.
Bad Campaign, The Presidential Party Game!,Mindless consumerism.
Bad Campaign, The Presidential Party Game!,Minimum wage.
Bad Campaign, The Presidential Party Game!,Money.
Bad Campaign, The Presidential Party Game!,Monster trucks.
Bad Campaign, The Presidential Party Game!,Mother Earth's goodness.
Bad Campaign, The Presidential Party Game!,Muffin tops.
Bad Campaign, The Presidential Party Game!,Murder.
Bad Campaign, The Presidential Party Game!,My beer gut.
Bad Campaign, The Presidential Party Game!,My candyass running mate.
Bad Campaign, The Presidential Party Game!,My coworkers boring vacation photos.
Bad Campaign, The Presidential Party Game!,My dickhead roomate.
Bad Campaign, The Presidential Party Game!,My happy place.
Bad Campaign, The Presidential Party Game!,My hillbilly family.
Bad Campaign, The Presidential Party Game!,My meat.
Bad Campaign, The Presidential Party Game!,My milkshake.
Bad Campaign, The Presidential Party Game!,My pants.
Bad Campaign, The Presidential Party Game!,My pet llama.
Bad Campaign, The Presidential Party Game!,My psycho ex.
Bad Campaign, The Presidential Party Game!,My soft eyes and pouty lips.
Bad Campaign, The Presidential Party Game!,Neck beards.
Bad Campaign, The Presidential Party Game!,Night terrors.
Bad Campaign, The Presidential Party Game!,Ninjas.
Bad Campaign, The Presidential Party Game!,North Korean bowling shoes.
Bad Campaign, The Presidential Party Game!,Not being able to button your pants.
Bad Campaign, The Presidential Party Game!,Not really caring about global warming.
Bad Campaign, The Presidential Party Game!,Obama's Portuguese water dog.
Bad Campaign, The Presidential Party Game!,Obama's swim cap.
Bad Campaign, The Presidential Party Game!,Olive loaf.
Bad Campaign, The Presidential Party Game!,Our Chinese Overlords.
Bad Campaign, The Presidential Party Game!,Our country's pathetic youth.
Bad Campaign, The Presidential Party Game!,Outlandish beliefs.
Bad Campaign, The Presidential Party Game!,Overly sensitive vegetarians.
Bad Campaign, The Presidential Party Game!,Patty cake with Rush Limbaugh.
Bad Campaign, The Presidential Party Game!,Percocet.
Bad Campaign, The Presidential Party Game!,Perfect hair.
Bad Campaign, The Presidential Party Game!,Performing a rain dance while wearing only chaps.
Bad Campaign, The Presidential Party Game!,Perusing farmersonly.com
Bad Campaign, The Presidential Party Game!,Petting a lobster.
Bad Campaign, The Presidential Party Game!,Picking bugs out of a hippies dreadlocks.
Bad Campaign, The Presidential Party Game!,Picking scabs.
Bad Campaign, The Presidential Party Game!,Pigeon droppings.
Bad Campaign, The Presidential Party Game!,Piles of nukes.
Bad Campaign, The Presidential Party Game!,Pillow fights.
Bad Campaign, The Presidential Party Game!,Pina Coladas.
Bad Campaign, The Presidential Party Game!,Pit bulls.
Bad Campaign, The Presidential Party Game!,Pit stains.
Bad Campaign, The Presidential Party Game!,Pitching a tent.
Bad Campaign, The Presidential Party Game!,Pizza bagels.
Bad Campaign, The Presidential Party Game!,Plantar warts.
Bad Campaign, The Presidential Party Game!,Playing tag with Jeb Bush.
Bad Campaign, The Presidential Party Game!,Plucking nipple hair.
Bad Campaign, The Presidential Party Game!,Pocket hockey.
Bad Campaign, The Presidential Party Game!,Pointing out other people's flaws.
Bad Campaign, The Presidential Party Game!,Pointy bras.
Bad Campaign, The Presidential Party Game!,Poison.
Bad Campaign, The Presidential Party Game!,Popping zits.
Bad Campaign, The Presidential Party Game!,Powdered donuts.
Bad Campaign, The Presidential Party Game!,Pretending I'm not dead on the inside.
Bad Campaign, The Presidential Party Game!,Prince Charles on a Slip'N Slide.
Bad Campaign, The Presidential Party Game!,Princess jammies.
Bad Campaign, The Presidential Party Game!,Pudding skin.
Bad Campaign, The Presidential Party Game!,Punching mimes.
Bad Campaign, The Presidential Party Game!,Purple nurples.
Bad Campaign, The Presidential Party Game!,Pus.
Bad Campaign, The Presidential Party Game!,Putin's scalp cream.
Bad Campaign, The Presidential Party Game!,Questionable modern art.
Bad Campaign, The Presidential Party Game!,Quilting with Aunt Gertrude.
Bad Campaign, The Presidential Party Game!,Racing Hoveround Scooters.
Bad Campaign, The Presidential Party Game!,Radical socialism.
Bad Campaign, The Presidential Party Game!,Rainbow wigs.
Bad Campaign, The Presidential Party Game!,Random prescription side effects.
Bad Campaign, The Presidential Party Game!,Raving lunatics.
Bad Campaign, The Presidential Party Game!,Rectal thermometers.
Bad Campaign, The Presidential Party Game!,Repealing the First Amendment.
Bad Campaign, The Presidential Party Game!,Reptilian Senators.
Bad Campaign, The Presidential Party Game!,Riding a burro to a Taco Bell.
Bad Campaign, The Presidential Party Game!,Riding a unicycle.
Bad Campaign, The Presidential Party Game!,Riding the Loch Ness Monster while guzzling scotch.
Bad Campaign, The Presidential Party Game!,Ripe melons.
Bad Campaign, The Presidential Party Game!,Roach motels.
Bad Campaign, The Presidential Party Game!,Robbing dollar stores.
Bad Campaign, The Presidential Party Game!,Rolling Bubble Boy down a hill.
Bad Campaign, The Presidential Party Game!,Rubber duckies.
Bad Campaign, The Presidential Party Game!,Rubbing the Buddha.
Bad Campaign, The Presidential Party Game!,Rubbing the pot roast all over my chest.
Bad Campaign, The Presidential Party Game!,Running naked through sprinklers.
Bad Campaign, The Presidential Party Game!,Ruth Bader Ginsburg's hard core rap album.
Bad Campaign, The Presidential Party Game!,Salty nuts.
Bad Campaign, The Presidential Party Game!,Sarah Palin's crazy pills.
Bad Campaign, The Presidential Party Game!,Screaming at inanimate objects.
Bad Campaign, The Presidential Party Game!,Seated aerobics.
Bad Campaign, The Presidential Party Game!,Secular wickedness.
Bad Campaign, The Presidential Party Game!,Senators on performance enhancing drugs.
Bad Campaign, The Presidential Party Game!,Serial killers.
Bad Campaign, The Presidential Party Game!,Serving Riunite to the French delegation.
Bad Campaign, The Presidential Party Game!,Sexy Abe Lincoln.
Bad Campaign, The Presidential Party Game!,Shameless pandering.
Bad Campaign, The Presidential Party Game!,Sharp objects.
Bad Campaign, The Presidential Party Game!,Shaving a gorilla.
Bad Campaign, The Presidential Party Game!,Shoplifting.
Bad Campaign, The Presidential Party Game!,Shotgunning brewskies.
Bad Campaign, The Presidential Party Game!,Sissies.
Bad Campaign, The Presidential Party Game!,Six pack abs.
Bad Campaign, The Presidential Party Game!,Slapping the monkey.
Bad Campaign, The Presidential Party Game!,Sloppy Joes.
Bad Campaign, The Presidential Party Game!,Smiles and hugs.
Bad Campaign, The Presidential Party Game!,Smoking crack.
Bad Campaign, The Presidential Party Game!,Smooth jazz.
Bad Campaign, The Presidential Party Game!,Snot rockets.
Bad Campaign, The Presidential Party Game!,Soccer moms.
Bad Campaign, The Presidential Party Game!,Soul Train reruns.
Bad Campaign, The Presidential Party Game!,Soupy coleslaw.
Bad Campaign, The Presidential Party Game!,Space zombies.
Bad Campaign, The Presidential Party Game!,Spanky time.
Bad Campaign, The Presidential Party Game!,Speaking gibberish and pretending its Spanish.
Bad Campaign, The Presidential Party Game!,Spider veins.
Bad Campaign, The Presidential Party Game!,Spontaneous breakdancing.
Bad Campaign, The Presidential Party Game!,Spray tans.
Bad Campaign, The Presidential Party Game!,Spreading joy throughout the land.
Bad Campaign, The Presidential Party Game!,Squeezing the Charmin.
Bad Campaign, The Presidential Party Game!,Stadium urinals.
Bad Campaign, The Presidential Party Game!,Stained motel pillows.
Bad Campaign, The Presidential Party Game!,Stained underwear.
Bad Campaign, The Presidential Party Game!,Stalking Britney Spears.
Bad Campaign, The Presidential Party Game!,Stanky breath.
Bad Campaign, The Presidential Party Game!,Stapling my pants to a chair.
Bad Campaign, The Presidential Party Game!,Star Trek nerds.
Bad Campaign, The Presidential Party Game!,Staring contests with Washington's portrait.
Bad Campaign, The Presidential Party Game!,Steaming bowls of beans.
Bad Campaign, The Presidential Party Game!,Stepping on a Lego.
Bad Campaign, The Presidential Party Game!,Stranger danger.
Bad Campaign, The Presidential Party Game!,Strechy pants.
Bad Campaign, The Presidential Party Game!,Strippers.
Bad Campaign, The Presidential Party Game!,Stroking the camel.
Bad Campaign, The Presidential Party Game!,Stuffing the ballot box with pepperoni.
Bad Campaign, The Presidential Party Game!,Sucking my thumb.
Bad Campaign, The Presidential Party Game!,Sucking on an exhaust pipe.
Bad Campaign, The Presidential Party Game!,Sweatin' to the Oldies.
Bad Campaign, The Presidential Party Game!,Sweatshops.
Bad Campaign, The Presidential Party Game!,Sweaty Elvis impersonators.
Bad Campaign, The Presidential Party Game!,Swedish meatballs.
Bad Campaign, The Presidential Party Game!,Sweet cherry pie.
Bad Campaign, The Presidential Party Game!,Sweet mixtapes.
Bad Campaign, The Presidential Party Game!,Talking baby movies.
Bad Campaign, The Presidential Party Game!,Tax seminars.
Bad Campaign, The Presidential Party Game!,Ted Cruz's bong pipe.
Bad Campaign, The Presidential Party Game!,Teen Wolf.
Bad Campaign, The Presidential Party Game!,Teepeeing the Veep's house.
Bad Campaign, The Presidential Party Game!,Telling Putin dirty jokes.
Bad Campaign, The Presidential Party Game!,Tequila shooters.
Bad Campaign, The Presidential Party Game!,That Band-Aid I found in my burger.
Bad Campaign, The Presidential Party Game!,That creep in accounting.
Bad Campaign, The Presidential Party Game!,That cute Congressman.
Bad Campaign, The Presidential Party Game!,That idiot at Starbucks who sits there for hours using free Wifi.
Bad Campaign, The Presidential Party Game!,That jerk that over pronounces foreign words.
Bad Campaign, The Presidential Party Game!,That little hard bit you find in your chicken nuggets.
Bad Campaign, The Presidential Party Game!,That nerd who takes forever to order at Panera.
Bad Campaign, The Presidential Party Game!,That one freakishly long nose hair.
Bad Campaign, The Presidential Party Game!,That rank odor coming from the dog.
Bad Campaign, The Presidential Party Game!,That scary clown standing right behind you.
Bad Campaign, The Presidential Party Game!,The boogeyman.
Bad Campaign, The Presidential Party Game!,The darkness that lies deep within my soul.
Bad Campaign, The Presidential Party Game!,The Dump.
Bad Campaign, The Presidential Party Game!,The extra fries in the bottom of the bag.
Bad Campaign, The Presidential Party Game!,The gale force of a thousand seastorms.
Bad Campaign, The Presidential Party Game!,The meat sweats.
Bad Campaign, The Presidential Party Game!,The poor and disenfranchised.
Bad Campaign, The Presidential Party Game!,The Pork Festival Pagent Queen.
Bad Campaign, The Presidential Party Game!,The Rock.
Bad Campaign, The Presidential Party Game!,The Supreme Court Jazz Choir.
Bad Campaign, The Presidential Party Game!,The thug life.
Bad Campaign, The Presidential Party Game!,The Truffle Shuffle.
Bad Campaign, The Presidential Party Game!,Thick arm hair.
Bad Campaign, The Presidential Party Game!,Those sleazeballs in Congress.
Bad Campaign, The Presidential Party Game!,Three martini lunches.
Bad Campaign, The Presidential Party Game!,Thumb wrestling.
Bad Campaign, The Presidential Party Game!,Tick infested hell holes.
Bad Campaign, The Presidential Party Game!,Tighty whities.
Bad Campaign, The Presidential Party Game!,Tiptoeing through the tulips.
Bad Campaign, The Presidential Party Game!,Toenail fungus.
Bad Campaign, The Presidential Party Game!,Toga parties.
Bad Campaign, The Presidential Party Game!,Tossed salad.
Bad Campaign, The Presidential Party Game!,Total and complete boredom.
Bad Campaign, The Presidential Party Game!,Trailer parks.
Bad Campaign, The Presidential Party Game!,Trampy Halloween costumes.
Bad Campaign, The Presidential Party Game!,Tripping elderly roller skaters.
Bad Campaign, The Presidential Party Game!,Trolling Twitter.
Bad Campaign, The Presidential Party Game!,Truck stop love.
Bad Campaign, The Presidential Party Game!,Twig and berries.
Bad Campaign, The Presidential Party Game!,Unbearable sadness.
Bad Campaign, The Presidential Party Game!,Uncomfortable staring.
Bad Campaign, The Presidential Party Game!,Uncontrollable public drooling.
Bad Campaign, The Presidential Party Game!,Underfunding public schools.
Bad Campaign, The Presidential Party Game!,Underwater monsters.
Bad Campaign, The Presidential Party Game!,Unidentified burning crotch rash.
Bad Campaign, The Presidential Party Game!,Vanilla Ice.
Bad Campaign, The Presidential Party Game!,Verbally abusing the shift manager at Arby's.
Bad Campaign, The Presidential Party Game!,Vests for snakes.
Bad Campaign, The Presidential Party Game!,Vicious attack ads.
Bad Campaign, The Presidential Party Game!,Visiting Snarlac the jungle planet of Alpha Centauri.
Bad Campaign, The Presidential Party Game!,Voodoo curses.
Bad Campaign, The Presidential Party Game!,Vote for Mob favors.
Bad Campaign, The Presidential Party Game!,Wasting the whole day eating churros.
Bad Campaign, The Presidential Party Game!,Water balloons filled with maple syrup.
Bad Campaign, The Presidential Party Game!,Waterslides.
Bad Campaign, The Presidential Party Game!,Weapons of mass destruction.
Bad Campaign, The Presidential Party Game!,Wearing a pink fedora.
Bad Campaign, The Presidential Party Game!,Weed.
Bad Campaign, The Presidential Party Game!,Weenie roasts.
Bad Campaign, The Presidential Party Game!,Wet cheese.
Bad Campaign, The Presidential Party Game!,Wet willies.
Bad Campaign, The Presidential Party Game!,Whatever.
Bad Campaign, The Presidential Party Game!,Whiskey served in a dirty glass.
Bad Campaign, The Presidential Party Game!,Wiffle ball.
Bad Campaign, The Presidential Party Game!,Witchcraft.
Bad Campaign, The Presidential Party Game!,Wizard spells.
Bad Campaign, The Presidential Party Game!,Wooden teeth.
Bad Campaign, The Presidential Party Game!,Yo Momma.
Bad Campaign, The Presidential Party Game!,Yo sista so dumb.
Bad Campaign, The Presidential Party Game!,Yoga pants.
Bad Campaign, The Presidential Party Game!,Your face.
Bad Campaign, The Presidential Party Game!,Zentos- King of the barbarian horde.
Bad Campaign, The Presidential Party Game!,Zero effort.
