Label,prompt
WTF Did You Say?!?,______ is a relationship deal-breaker for me.
CAH Base Set,______ is a slippery slope that leads to ______.
KinderPerfect: Naughty Expansion Pack,______ is a slippery slope that leads to ______.
KinderPerfect: Naughty Expansion Pack,______ is a sure sign of mankind's decline.
Not Parent Approved Expansion Pack #1,______ is a surprisingly tasty pizza topping.
KinderPerfect (Commercial Set),______ is a timeless symbol of parenthood.
Rotten Apples: The Tasteless Adult Party Game,______ is a well-known sign of virility.
Crows Adopt Vulgarity, Vol. 2,______ is actually pretty hot.
The Catholic Card Game: Five Deck Expansion Pack,______ is basically the story of my life.
Disgruntled Decks: Navy Edition,______ is by far the most important item in the "Fresh Out of Boot Camp" starter pack.
Cocks Abreast Hostility: Cock Pack One: Just The Tip,______ is considered a compliment in most of Europe.
Conspiracy Theory,______ is covering up the zombification of the population of Kansas.
KinderPerfect: Naughty Expansion Pack,______ is Daddy's job.
The Game Without Decency,______ is even tastier when it is covered with ______.
Cakes Athirst Hilarity Volume 2,______ is finger licking good.
Conspiracy Theory,______ is getting rich smuggling ______.
Not Parent Approved Expansion Pack #2,______ is going to make me rich!
Cakes Athirst Hilarity Volume 4,______ is in the mystery meat.
Cards Against Profanity,______ is just showing off.
Crabs Adjust Humidity: Volume 5,"______ is many things to many people, as you will see and learn."
Conspiracy Theory,______ is merely a puppet of _______.
Carbs of the Huge Manatee: General Expansion 1,______ is my co-pilot.
Cakes Athirst Hilarity Volume 1,______ is my motivation.
Cats Abiding Horribly: Episode I - The Dirty Goblin,______ is my way of giving back to the community.
Disgruntled Decks: Air Force Edition,______ is no stranger to an AGE Ranger!
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,______ is no way to go through life. Kid.
JadedAid: A Card Game to Save Humanitarians,______ is not reimbursable.
The Game Without Decency,______ is now the emperor of ______.
JadedAid: A Card Game to Save Humanitarians,______ is our new performance indicator.
Cards for the Masses,"______ is rare. If you find it, keep it."
Conspiracy Theory,______ is reporting to Putin right now.
Conspiracy Theory,______ is subverting the natural order with _______.
Cakes Athirst Hilarity Volume 1,______ is the active ingredient in cigarettes.
KinderPerfect (Commercial Set),______ is the best birth control.
KinderPerfect: A Timeout For Parents (Kickstarter Set),______ is the best birth control.
Cakes Athirst Hilarity Volume 3,______ is the best indication why Asians are such bad drivers.
WTF Did You Say?!?,______ is the best thing since ______.
Cards Against Profanity,______ is the best way to avoid volunteering for the PTA.
KinderPerfect: Naughty Expansion Pack,______ is the gift that keeps on giving.
Not Parent Approved Expansion Pack #2,______ is the key to a healthy lifestyle
Humanity Hates the Holidays "Love" Edition,______ is the key to recovery.
Cakes Athirst Hilarity Volume 3,______ is the leading cause for blindness in white males.
KinderPerfect: Tween Expansion Pack,______ is the moment my kid lost their innocence.
Bards Dispense Profanity,______ is the new ______.
Cards and Punishment Vol. One,______ is the new ______.
The Game Without Decency,______ is the new black according to everyone.
The Game Without Decency,______ is the new spokesperson for ______.
JadedAid: A Card Game to Save Humanitarians,______ is the next development panacea.
Disgruntled Decks: Navy Edition,______ is the only thing more patriotic than Master Chief Carl Brashear's prosthetic leg.
Evil Apples,______ is the only thing that gets me out of bed in the morning.
Not Parent Approved Expansion Pack #1,______ is the secret ingredient in Coca-Cola®.
Kids Against Maturity,______ is the secrt ingredient in Grandma's famous pies.
Conspiracy Theory,______ is the tool of ______ to reduce world population.
Words Against Morality: Volume 1,______ is totally acceptable. If you're a freak.
Cakes Athirst Hilarity Volume 3,______ is wasted on the youth.
Geek Pack,______ is way better in ______ mode.
PAX East 2014,______ is way better in ______ mode.
Cads Against Adulting,______ is way too much responsibility for me.
The Game Without Decency,______ is well-known for professional-looking ______.
Evil Apples,______ is what is ruining this country.
KinderPerfect (Commercial Set),______ is why I am a failure as a parent.
KinderPerfect: More Expansion Pack,______ is why I can never run for PTA president.
KinderPerfect: Tween Expansion Pack,______ is why I have gray hair now.
Cats Abiding Horribly: Episode II - A New Low,______ is why I need feminism.
KinderPerfect: Tween Expansion Pack,______ is why I'm not a chaperon.
Cards and Punishment Vol. One,______ is why we can't have nice things.
KinderPerfect (Commercial Set),______ is why we can't have nice things.
KinderPerfect: Tween Expansion Pack,______ is worse than ______.
KinderPerfect (Commercial Set),______ is worse than stepping on a Lego.
The Catholic Card Game: Five Deck Expansion Pack,______ is/are the New Evangelization.
Crows Adopt Vulgarity, Vol. 3,"______ isn't illegal, right?"
The Catholic Card Game: Base Deck,______ keeps me from prayer.
Cards for the Masses,______ kills about 450 people in the United States a year.
KinderPerfect: Naughty Expansion Pack,______ kills the mood every time.
The Catholic Card Game: Base Deck,______ led me to ______.
The Catholic Card Game: Five Deck Expansion Pack,______ led me to believe ______ was morally wrong.
Cakes Athirst Hilarity Volume 4,______ made me rethink my sexual orientation.
Cocks Abreast Hostility: Cock Pack One: Just The Tip,______ made my moneyshot twice as powerful.
Personally Incorrect,______ makes "Insert Name" scream at the top of his/her lungs.
WTF Did You Say?!?,______ makes a questionable gift for your parents.
Rotten Apples: The Tasteless Adult Party Game,______ makes me feel like the most desirable person in the world.
Cakes Athirst Hilarity Volume 4,______ makes me have to shit SO BAD!
Disgruntled Decks: Marine Corps/Jarhead Edition,______ makes your PFT score go down faster than a Thai hooker during Cobra Gold!
CAH: Blue Box Expansion,"______ may pass, but ______ will last forever."
CAH: Fourth Expansion,"______ may pass, but ______ will last forever."
WTF Did You Say?!?,"______ melts in your mouth, not in your hand."
The Game Without Decency,______ mesmerized the audience by reading a poem about _______.
Evil Apples,______ now comes free with a Happy Meal.
Cakes Athirst Hilarity Volume 2,______ now Gluten Free!
WTF Did You Say?!?,______ Plesurable. But Dangerous.
Conspiracy Theory,"______ puts tranquilizers in the canned beer, because of ______."
The Game Without Decency,______ ran for president on a strong platform of using ______ as a national defense.
Guards Against Insanity, Edition 3,______ reminds me of my ex.
The Catholic Card Game: Five Deck Expansion Pack,______ ruins everything.
The Game Without Decency,______ says I don't need to share my ______.
Cards and Punishment Vol. One,"______ shaped my childhood, making me the person I am today."
Cads Against Adulting,______ should be a human right.
Rotten Apples: The Tasteless Adult Party Game,______ should be grounds for a national holiday.
Words Against Morality: Volume 3,______ should be taught in schools.
Words Against Morality: Volume 4,______ should be taught in schools.
The Game Without Decency,______ showed us that ______ is a great homemade hangover remedy.
The Game Without Decency,______ spent their big Vegas winnings on a crazy amount of _____.
Cakes Athirst Hilarity Volume 4,______ sponsored by Crystal Meth.
Voter's Choice: The Fourth Expansion,______ stole my bike!
The Game Without Decency,______ tastes like chicken according to 7 out of 10 albinos.
The Game Without Decency,______ told me to bring ______ to the church picnic.
Conspiracy Theory,______ tried to suppress this game!
The Game Without Decency,______ used ______ to stop the terrorist attack.
The Game Without Decency,______ used the time machine to corner the market on ______.
The Game Without Decency,______ was found with ______ in the church graveyard.
Crows Adopt Vulgarity, Vol. 3,"______ was fun, but then she woke up."
Words Against Morality: Volume 1,______ was my old college nickname.
Carps & Angsty Manatee - Volume 2,______ was notably absent from the stripper convention this year.
Cakes Athirst Hilarity Volume 1,______ was the cause of the Holocaust.
Disgruntled Decks: Coast Guard/Coastie Edition,______ was the reason I got reverted at Camp May.
PAX East 2014 - Panel Cards,______ was totally worth the trauma.
Cards About Toronto,______ will always get you laid in Toronto
Disgruntled Decks: Navy Edition,______ will attempt to destroy the Navy. ______ will ensure that threat is defeated.
Rotten Apples: The Tasteless Adult Party Game,______ will be the downfall of Western Civilization.
Disgruntled Decks: Marine Corps/Jarhead Edition,______ will cripple the Marine Corps. ______ will save it.
Evil Apples,______ will get you a one-way ticket to Poundtown.
Rotten Apples: The Tasteless Adult Party Game,______ will make anyone seem more attractive.
Conspiracy Theory,______ will make you sterile.
CAH: Blue Box Expansion,______ will never be the same after ______.
CAH: Fourth Expansion,______ will never be the same after ______.
Cads About Maternity - A game for bad mommies,______ will win you the Mom of the Year award every time.
The Game Without Decency,______ with _______ always bring a smile to my face!
The Game Without Decency,______ won the talent show by putting a whole ______ in their mouth.
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,______ works in mysterious ways.
CAH : Second Expansion,______ would be woefully incomplete without ______.
CAH Base Set,______ would be woefully incomplete without ______.
CAH: Red Box Expansion,______ would be woefully incomplete without ______.
Cards Against Profanity,______ would only happen in my worst nightmares.
Cakes Athirst Hilarity Volume 2,______ x ______ = ______
Pigs Against Profanity: Volume 3,_______ - the incredible new documentary series narrated by David Attengborough.
Bards Dispense Profanity,"_______ guaranteed, or your money back!"
Pigs Against Profanity: Volume 2,_______ only hurts the first time around
The Worst Card Game: Colorado Edition,_______ really ruined PrideFest for me this year.
Pigs Against Profanity: Volume 2,_______ The root cause of aids
Skewered And Roasted,________ + ________ makes me extra horny.
Cads About Matrimony Poly Pack,________ doesn’t count as cheating.
Skewered And Roasted,________ helps me achieve inner peace.
Cads About Matrimony Poly Pack,________ is the best part of the newlywed stage.
Cads About Matrimony: Expansion 1,________ is the best part of the newlywed stage.
Skewered And Roasted,________ keeps me awake at night.
Skewered And Roasted,________ makes for good foreplay!
Skewered And Roasted,________ makes my mouth water!
Skewered And Roasted,________ tends to run in my family.
Skewered And Roasted,________ turns me on!
Humanity Hates Trump: Base Set,_________ - it's gonna be huge!
Bad Campaign, The Presidential Party Game!,_________ baby _________ (repeat)!
Bad Campaign, The Presidential Party Game!,_________ for a more hopeful America.
Bad Campaign, The Presidential Party Game!,_________ for American families.
Not Parent Approved,_________ gives me the chills.
Charlie Foxtrot,_________ hit me right in the feels.
Not Parent Approved,_________ improves over time.
Bad Campaign, The Presidential Party Game!,_________ is all I need to make the tough decisions.
Not Parent Approved,_________ is better than summer vacation.
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,_________ is Hillary's Watergate.
2016 Election Game ,_________ is in bed with Wall Street.
Not Parent Approved,_________ is my fave emoticon.
Not Parent Approved,_________ is my secret favorite thing to do when no one is looking.
Bad Campaign, The Presidential Party Game!,_________ is my true passion in life.
Not Parent Approved,_________ is so awkward at a sleepover.
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,"_________ is the law of the land, deal with it."
Bad Campaign, The Presidential Party Game!,_________ is the one thing that would drive me crazy enough to push the button.
Humanity Hates Trump: Base Set,_________ is the real reason Trump declared bankruptcy 4 times.
Humanity Hates Trump: Expansion Pack 1,_________ is the real reason Trump declared bankruptcy 4 times.
Charlie Foxtrot,_________ is the reason for my pass request.
Charlie Foxtrot,_________ is the reason we constantly have safety briefs.
Not Parent Approved,_________ is the secret to world peace.
Bad Campaign, The Presidential Party Game!,_________ is the subject of Bill Clinton's new book.
Charlie Foxtrot,_________ is what Basic Training is all about.
Bad Campaign, The Presidential Party Game!,_________ is what haunts my dreams at night!
Humanity Hates Trump: Expansion Pack 1,_________ is/are like roaches - you can't kill them
Humanity Hates Trump: Base Set,_________ is/are not the same thing by any stretch of the imagination as (a) _________.
Humanity Hates Trump: Base Set,_________ is/are Trump's greatest secret to great hair.
Not Parent Approved,_________ killed my pet goldfish.
Charlie Foxtrot,_________ led me to receive an Article 15.
Not Parent Approved,_________ makes me have nightmares.
Bad Campaign, The Presidential Party Game!,_________ should be the start of the conversation on how we can improve as a society.
Charlie Foxtrot,_________ this weekend is going to really piss off Sarge.
Bad Campaign, The Presidential Party Game!,_________ was my nickname at Yale.
Charlie Foxtrot,_________ was the strangest thing I've seen in the US military.
Bad Campaign, The Presidential Party Game!,_________ will cause a blistering argument with Vladimir Putin.
2016 Election Game ,_________ won my vote.
Not Parent Approved,_________ would really make the world a better place.
Cads About Matrimony,____________ doesn’t count as cheating.
Carbs of the Huge Manatee: General Expansion 3,_______________ of Unusual Size? I don't believe in them.
CAH: UK Conversion Kit,________________? Jim’ll fix it!
Carbs of the Huge Manatee: General Expansion 2,_______________. Is THAT what they're calling it these days…
Carbs of the Huge Manatee: General Expansion 2,"_______________. It's no oxycontin, but it will get you through the morning."
Carbs of the Huge Manatee: General Expansion 2,_______________. It's not just for breakfast any more.
CAH: UK Conversion Kit,______________. That’s why mums go to Iceland.
CAH: UK Conversion Kit,"_____________. Once you pop, the fun don’t stop!"
Cads About Matrimony,____________. A sure-fire cure for the seven-year itch.
Cads About Matrimony,___________. A wedding gift you’ll cherish forever.
Cads About Matrimony,__________: grounds for divorce in all 50 states.
Humanity Hates Trump: Expansion Pack 1,"__________. It's not just a good idea, it's the law."
Not Parent Approved,_________-flavored ice cream.
2016 Election Game ,"_________, it's gonna be YUGE."
2016 Election Game ,"_________, you're fired."
Humanity Hates The Holidays,_________: A Holiday Tradition
2016 Election Game ,_________: Sadly no longer a 10.
Charlie Foxtrot,_________: The truth about Benghazi.
2016 Election Game ,_________.
Charlie Foxtrot,_________. It's finger lickin' good!
2016 Election Game ,_________. Just abort it.
Not Parent Approved,_________. Never again!
Humanity Hates Trump: Expansion Pack 1,_________. The solution for women.
2016 Election Game ,_________. These things happen.
Humanity Hates Trump: Base Set,_________.com is the new name for JebBush.com.
Humanity Hates Trump: Expansion Pack 1,_________(s) should never be allowed in America.
Pigs Against Profanity: Volume 2,________-the best way to _______
Cads About Matrimony Poly Pack,________: grounds for divorce in all 50 states.
Cads About Matrimony Poly Pack,________. A sure-fire cure for the seven year itch.
Cads About Matrimony Poly Pack,________. A wedding gift you’ll cherish forever.
Cows Grilling Hamburgers - Patty Pack #1,________. My Spirit Animal.
Pigs Against Profanity: Volume 2,_______-the best way to offend a feminist
Pigs Against Profanity: Volume 2,_______-the only way to solve Brexit
Pigs Against Profanity: Volume 2,_______-the UK`s most common cause of unauthorised absence from work
Blurbs Against Buffalo,"_______, a failure of the S.U.N.Y. education system."
Disgruntled Decks: Army Edition,_______: about as useful as a one-legged man in an ass kicking contest.
Babies vs. Parents,_______. Awesome!
Guards Against Insanity, Edition 2,"______,  For the person who has everything."
The Catholic Card Game: Base Deck,"______, a near occasion of sin."
Knitters Against Swatches Second Edition,"______, I can yarn bomb that."
Crabs Adjust Humidity: Volume 7,"______, I choose you!"
Fun in the Oven,"______, it's even worse that a poopy diaper!"
Knitters Against Swatches Second Edition,"______, it's what Elizabeth Zimmerman would do."
Knitters Against Swatches First Edition,"______, it's what happens at SNB."
Crabs Adjust Humidity: Volume 3,"______, just for a second.  Just to see how it feels."
Cocks Abreast Hostility: Cock Pack One: Just The Tip,"______, or as I like to call it, ______."
Carbs of the Huge Manatee: General Expansion 1,"______, that's why I got married."
Voter's Choice: The Second Expansion,"______, the newest My Little Pony character."
The Catholic Card Game: Base Deck,"______, the number one reason for staying chaste."
Fun in the Oven,"______, there's a cream for that."
Kiwis Versus Morality,"______, yeah right."
Crabs Adjust Humidity: Volume 4,"______, you da real MVP."
Carbs of the Huge Manatee: General Expansion 1,______:  A solution in search of a problem.
Carps & Angsty Manatee - Texas Edition,______: A surprising favorite at the Houston Rodeo this year.
Geek Pack,______: Achievement unlocked.
PAX Prime 2013,______: Achievement unlocked.
Crabs Adjust Humidity: Volume 3,______: Ain't nobody got time for that!
Cakes Athirst Hilarity Volume 4,______: American's favorite Broadway musical
Cads About Maternity - A game for bad mommies,______: an important prenatal yoga practice.
Rotten Apples: The Tasteless Adult Party Game,______: Best when a little bit sweaty.
Crabs Adjust Humidity: Volume 4,"______: boil 'em, mash 'em, stick 'em in a stew!"
Words Against Morality: Volume 4,"______: Boil 'em, mash 'em, stick 'em in a stew."
CAH: Green Box Expansion,______: Brought to you by ______.
Crabs Adjust Humidity: Volume 5,______: Evidence that this is the darkest timeline.
Evil Apples,______: fun for the whole family!
CAH Base Set,______: good to the last drop.
PAX 2010 "Oops" Kit,______: good to the last drop.
Crows Adopt Vulgarity, Vol. 1,______: Has science gone too far?
CAH: Red Box Expansion,______: Hours of fun. Easy to use. Perfect for ______!
CAH: Third Expansion,______: Hours of fun. Easy to use. Perfect for ______!
Crabs Adjust Humidity: Volume 3,______: I volunteer as tribute!
Crabs Adjust Humidity: Volume 5,______: It even makes its own gravy!
Cards Against Profanity,"______: it just keeps going, and going, and going…"
Crabs Adjust Humidity: Volume 2,______: it's magically delicious.
Cads Against Adulting,______: it's more likely than you think.
The Game Without Decency,______: It's not just for breakfast anymore.
Disgruntled Decks: Navy Edition,______: it's what Academy grads do best!
Crabs Adjust Humidity: Volume 4,______: Just another way that God shows us he loves us.
Crabs Adjust Humidity: Volume 4,______: Just girly things.
Crabs Adjust Humidity: Volume 1,______: Just sayin'.
Cards Against Profanity,______: Keep out of reach of children.
CAH Base Set,"______: kid tested, mother approved."
CAH Base Set,"______: kid-tested, mother-approved."
Guards Against Insanity, Edition 4,______: Man's final frontier.
Cocks Abreast Hostility - Cock Pack Two: Fowls Deep,"______: melts in my mouth, not in my hands."
Crabs Adjust Humidity: Volume 5,______: My body is ready.
Crabs Adjust Humidity: Volume 1,______: not even once.
Cocks Abreast Hostility: Cock Pack One: Just The Tip,______: Not just for kids anymore!
Crabs Adjust Humidity: Volume 6,"______: not only, like, super gross? But like, from a feminist standpoint? Totallyproblematic."
CAH Base Set,"______: Once you pop, the fun don't stop!"
Crabs Adjust Humidity: Volume 3,______: Provided by the management for your protection.
Babies vs. Parents,______: The best part of waking up.
Cakes Athirst Hilarity Volume 4,______: The Best! Day! Ever!
The Catholic Card Game: Base Deck,______: the hit Catholic musical.
Cocks Abreast Hostility: Cock Pack One: Just The Tip,______: the national sport of Africa.
Disgruntled Decks: Coast Guard/Coastie Edition,______: the new and improved way to compel compliance.
Disgruntled Decks: Coast Guard/Coastie Edition,______: the secret weapon of the E-3 Mafia.
Crabs Adjust Humidity: Volume 5,______: The struggle is real.
Crabs Adjust Humidity: Volume 5,______: Wake up sheeple!
Trumped UpCards: The World's Biggest Deck*,______: Weak and ineffective.
Crabs Adjust Humidity: Volume 3,______: Your ideas are intriguing to me and I wish to subscribe to your newsletter.
Disgruntled Decks: Air Force Edition,______! the SecAF exclaimed ass he shape-shifted into a lizard person and scurried through the Pentagon.
Voter's Choice: The Third Expansion,______!? NOT TODAY!
Crabs Adjust Humidity: Volume 2,______?  That's what she said.
Rotten Apples: The Tasteless Adult Party Game,______? Even I wouldn't go there.
CAH Base Set,______? Jim'll fix it!
Evil Apples,______? Oh yeah. There's porn about that.
Cakes Athirst Hilarity Volume 4,"______? Really?! Holy Shit, Russia!"
Crabs Adjust Humidity: Volume 6,______? Thanks Obama.
Rotten Apples: The Tasteless Adult Party Game,______? That's a dealbreaker.
CAH: 2000s Nostalgia Pack,"______? That's a no from me, dawg."
Cards About Toronto,______? There's an app for that!
CAH Base Set,______? There's an app for that.
Rotten Apples: The Tasteless Adult Party Game,______? Totally overrated.
Crows Adopt Vulgarity, Vol. 2,______? What a wonderful idea!
CAH Base Set,"______? Yeah, nah."
Guards Against Insanity, Edition 2,"______.  60% of the time, it works every time."
Guards Against Insanity, Edition 3,______.  Because prevention is better than cure.
Guards Against Insanity, Edition 2,______.  Because size matters.
Guards Against Insanity, Edition 2,______.  It's what your right arm's for.
Guards Against Insanity, Edition 3,______.  Man's best friend.
Guards Against Insanity, Edition 3,______.  Nature's birth control.
Guards Against Insanity, Edition 3,______.  What's not to like?
Cakes Athirst Hilarity Volume 3,______. — You go Girl!
Words Against Morality: Volume 1,______. #squadgoals
Words Against Morality: Volume 1,______. #whitepeopleproblems
Cards for the Masses,______. A metaphor for life.
CAH Base Set,"______. Awesome in theory, kind of a mess in practice."
CAH: Red Box Expansion,"______. Awesome in theory, kind of a mess in practice."
CAH: Third Expansion,"______. Awesome in theory, kind of a mess in practice."
CAH Base Set,______. Betcha can't have just one!
Crows Adopt Vulgarity, Vol. 2,"______. GODDAMN IT, JAPAN!"
CAH Base Set,"______. High five, bro."
Crows Adopt Vulgarity, Vol. 2,______. I dare you…
Cats Abiding Horribly: Episode I - The Dirty Goblin,______. Is my way of giving back to the community.
Guards Against Insanity, Edition 4,______. Is that some kind of euphemism?
Voter's Choice: The First Expansion,______. is what I love most about my body.
Guards Against Insanity, Edition 3,______. It just tastes better.
CAH Base Set,______. It's a trap!
Cards and Punishment Vol. Two,______. It's what's for dinner.
Guards Against Insanity, Edition 4,______. Just another reason why you can't trust adults.
Crows Adopt Vulgarity, Vol. 4,______. MILLIONS ARE DEAD!
Words Against Morality: Volume 4,______. No homo.
WTF Did You Say?!?,______. Now 100% Gluten Free!
Voter's Choice: The First Expansion,______. Part of a balanced breakfast.
Words Against Morality: Volume 1,______. Sounds like something Cartman would like.
Cards for the Masses,"______. Strong enough for a man, meant for a woman."
Cards for the Masses,"______. Tastes awful, but it works!"
Cards Against Profanity,______. That is my life goal.
CAH Base Set,______. That was so metal.
Voter's Choice: The First Expansion,______. That's a deal breaker.
Guards Against Insanity, Edition 4,______. That's an HR incident.
Crows Adopt Vulgarity, Vol. 4,______. That's how I met your mother.
CAH Base Set,______. That's how I want to die.
CAH Base Set,______. That's why mums go to Iceland.
Words Against Morality: Volume 2,______. The best way to spice up your sex life.
Guards Against Insanity, Edition 4,______. The first time is never the best.
Crows Adopt Vulgarity, Vol. 4,______. There were no survivors.
Voter's Choice: The First Expansion,______. There's a fetish for that.
Guards Against Insanity, Edition 4,______. This is the one thing we didn't want to happen.
Guards Against Insanity, Edition 5,______. What's the worst that can happen?
Words Against Morality: Volume 1,"______. Yeah, I'll blame that on the dog."
The Game Without Decency,______'s biggest guilty pleasure is to curl up in bed with ______.
Cards Against Profanity,______is all the same to me.
Personally Incorrect,______is/are known to make "Insert Name" extra horny.
Crazy & Horrible Rabbit - Vol. 1,_____: Evidence that this is the darkest timeline.
Crazy & Horrible Rabbit - Vol. 1,_____: It even makes it's own gravy!
Crazy & Horrible Rabbit - Vol. 1,_____: My body is ready.
Clones Attack Hilarity #2,_____: the best thing since slices bread.
Crazy & Horrible Rabbit - Vol. 1,_____: The struggle is real.
Crazy & Horrible Rabbit - Vol. 1,_____: Wake up sheeple!
Theatre Pack - CATS Musical Pack,_____! All alone in the moonlight!
Clams Attempt Harmonica, Volume 1,_____?  I thought you meant _____!  That explains why everyone is staring.
Clams Attempt Harmonica, Volume 1,_____?  I'd rather have _____.
Clams Attempt Harmonica, Volume 1,_____? Looks like them Duke Boys are at it again.
Clams Attempt Harmonica, Volume 1,_____? Title of your sex tape.
Cows Against Hamburgers - Patty Pack #1,_____. A woman's best friend.
Cows Grilling Hamburgers - Patty Pack #1,_____. A woman's best friend.
Guards Against Insanity, Edition 1,_____. The breakfast of champions.
Guards Against Insanity, Edition 1,_____. The happiest place on earth.
Cows Against Hamburgers - Patty Pack #1,_____. The reason I cry myself to sleep at night.
